date,life form,species,initial growth (presnt/absent),emergence (present/absent),# breaking leaf buds,leaves present/absent?,unfolded leaves (present/absent),unfolded leaves? (present/absent),fully unfolded leaves? (present/absent),fully unfolded leaves (present or absent),% unfolded leaves,% full size are most leaves?,# young leaves,# leaves unfolded,young leaves (present/absent),leaves present/absent,% full-sized leaves,% leaves colorful (not including dried leaves retained),% leaves color change,fallen leaves (present/absent),# breaking needle buds,# young needles,% stalk full growth,% fiddlehead unrolled,# flowers or buds,% open flowers,"pollen (little, some, lots)",# pollen cones,% open pollen cones,"pollen release (little, some, lots)",# fruits,# unripe seed cones,% ripe fruits,# ripe seed cones,# dropped/removed fruits,# cone or seed drop,notes,...30
7/3/2023,tree,Aesculus hippocastanum,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,300,NA,0,NA,0,NA,NA,NA
7/10/2023,tree,Aesculus hippocastanum,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,500,NA,0,NA,25,NA,unsure of the amount of fruits,NA
7/17/2023,tree,Aesculus hippocastanum,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,500,NA,0,NA,25,NA,NA,NA
7/25/2023,tree,Aesculus hippocastanum,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,500,NA,0,NA,0,NA,NA,NA
7/30/2023,tree,Aesculus hippocastanum,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,500,NA,0,NA,0,NA,NA,NA
8/7/2023,tree,Aesculus hippocastanum,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,500,NA,0,NA,0,NA,NA,NA
8/16/2023,tree,Aesculus hippocastanum,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,500,NA,0,NA,0,NA,NA,NA
8/22/2023,tree,Aesculus hippocastanum,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,500,NA,0,NA,0,NA,NA,NA
9/30/2023,tree,Aesculus hippocastanum,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,present,NA,NA,NA,NA,0,1,NA,NA,NA,NA,500,NA,0.75,NA,10,NA,NA,NA
4/14/2023,herb,Brassica rapa,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,absent,NA,NA,NA,NA,NA,NA,NA,NA,0,0,none,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/26/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,0,0,none,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/29/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,0,0,none,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
5/10/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,0,0,none,NA,NA,NA,0,NA,0,NA,0,NA,spikey hairs present on leaves,NA
5/20/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,5,0,none,NA,NA,NA,0,NA,0,NA,0,NA,many uprooted in tillage event,NA
6/12/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,20,0.1,none,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/19/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,100,0.5,little,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/27/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,1000,0.75,little,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/3/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,1000,0.75,some,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/10/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,10000,1,some,NA,NA,NA,0,NA,0,NA,0,NA,"half the garden is blooming mustard, other is small mustard",NA
7/17/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,10000,1,some,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/25/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,1000,1,some,NA,NA,NA,10000,NA,0,NA,0,NA,NA,NA
7/30/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,1000,1,some,NA,NA,NA,10000,NA,0,NA,0,NA,NA,NA
8/7/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,1000,1,some,NA,NA,NA,10000,NA,0,NA,0,NA,NA,NA
8/16/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,500,1,some,NA,NA,NA,10000,NA,0,NA,0,NA,NA,NA
8/22/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,200,1,little,NA,NA,NA,10000,NA,0,NA,0,NA,NA,NA
9/30/2023,herb,Brassica rapa,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,0,1,none,NA,NA,NA,10000,NA,1,NA,0,NA,NA,NA
4/14/2023,herb,Paeonia lactiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,herb,Paeonia lactiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,herb,Paeonia lactiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,herb,Paeonia lactiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,herb,Paeonia lactiflora,present,NA,100,NA,NA,NA,NA,NA,1,0.75,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/12/2023,herb,Paeonia lactiflora,present,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,starting to open!,NA
6/19/2023,herb,Paeonia lactiflora,present,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/27/2023,herb,Paeonia lactiflora,present,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/3/2023,herb,Paeonia lactiflora,present,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,2,1,NA,NA,NA,NA,1,NA,0,NA,0,NA,NA,NA
7/10/2023,herb,Paeonia lactiflora,present,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,0,NA,0,NA,petals falling,NA
7/17/2023,herb,Paeonia lactiflora,present,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,NA,0,NA,NA,NA
7/25/2023,herb,Paeonia lactiflora,present,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,NA,0,NA,last petals still hanging on,NA
7/30/2023,herb,Paeonia lactiflora,present,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,NA,0,NA,might be ripe or ripening?,NA
8/7/2023,herb,Paeonia lactiflora,present,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,NA,0,NA,NA,NA
8/16/2023,herb,Paeonia lactiflora,present,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,NA,0,NA,NA,NA
8/22/2023,herb,Paeonia lactiflora,present,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0.05,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,NA,0,NA,NA,NA
9/30/2023,herb,Paeonia lactiflora,present,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0.25,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA
4/14/2023,shrub,Rubus idaeus,NA,NA,1000,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/26/2023,shrub,Rubus idaeus,NA,NA,1000,NA,NA,NA,NA,NA,0.75,0.25,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/29/2023,shrub,Rubus idaeus,NA,NA,1000,NA,NA,NA,NA,NA,0.75,0.25,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
5/10/2023,shrub,Rubus idaeus,NA,NA,1000,NA,NA,NA,NA,NA,1,0.75,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
5/20/2023,shrub,Rubus idaeus,NA,NA,10000,NA,NA,NA,NA,NA,1,0.75,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,20,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/12/2023,shrub,Rubus idaeus,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,100,1,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/19/2023,shrub,Rubus idaeus,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,100,1,NA,NA,NA,NA,50,NA,0,NA,0,NA,NA,NA
6/27/2023,shrub,Rubus idaeus,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,50,NA,0,NA,0,NA,petals have all given way to reveal unripe fruits,NA
7/3/2023,shrub,Rubus idaeus,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,50,NA,0,NA,0,NA,plants are discolored and kind of withered,over watered?
7/10/2023,shrub,Rubus idaeus,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,50,NA,0,NA,0,NA,other bushes have ripe berries,NA
7/17/2023,shrub,Rubus idaeus,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,50,NA,0.75,NA,0,NA,NA,NA
7/25/2023,shrub,Rubus idaeus,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,50,NA,1,NA,0,NA,NA,NA
7/30/2023,shrub,Rubus idaeus,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,25,NA,1,NA,25,NA,some fruits past ripe,NA
8/7/2023,shrub,Rubus idaeus,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,15,NA,1,NA,35,NA,NA,NA
8/16/2023,shrub,Rubus idaeus,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0.1,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,5,NA,1,NA,45,NA,NA,NA
8/22/2023,shrub,Rubus idaeus,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0.15,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,5,NA,1,NA,45,NA,NA,NA
9/30/2023,shrub,Rubus idaeus,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0.2,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,1,NA,50,NA,NA,NA
4/14/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/26/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.5,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/29/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.5,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,large established buds,NA
5/10/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
5/20/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/12/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA
6/19/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA
6/27/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA
7/3/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0.1,NA,0,NA,NA,NA
7/10/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0.8,NA,100,NA,popping red! bird found eating fruits,NA
7/17/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA
7/25/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA
7/30/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no observation,NA
8/7/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA
8/16/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA
8/22/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA
9/30/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0.75,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
date,NA,species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fallen leaves (present/absent),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
